ensembl_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_clean	gene_symbol	type_of_gene	rna_class
ENSG00000029559.6	6.94320823275148	2.7822338472044144	0.3199461087336775	8.695945258457074	3.4395425066444823e-18	6.911711530780563e-16	ENSG00000029559	IBSP	protein-coding	mRNA
ENSG00000034971.14	1.13091800944245	-1.120432570314646	0.2956012174147288	-3.790351677553066	0.0001504341419785	0.0012083524524482	ENSG00000034971	MYOC	protein-coding	mRNA
ENSG00000035499.12	7.435699284821463	1.0040834033492063	0.1738440612285748	5.775770516710438	7.660171888838954e-09	2.045388038290893e-07	ENSG00000035499	DEPDC1B	protein-coding	mRNA
ENSG00000036565.14	3.426499720388981	1.056927492229227	0.2706837617619324	3.904657912796409	9.435876281892716e-05	0.0008164912040576	ENSG00000036565	SLC18A1	protein-coding	mRNA
ENSG00000037965.5	3.958061212907405	3.054506991966311	0.4681262019530777	6.5249648048379845	6.801750373846375e-11	2.9493261855324484e-09	ENSG00000037965	HOXC8	protein-coding	mRNA
ENSG00000046774.9	0.968930024320011	1.8641383756899537	0.7398265600901941	2.5196964751612763	0.0117456068809779	0.0463992374271479	ENSG00000046774	MAGEC2	protein-coding	mRNA
ENSG00000049249.8	3.444280128734426	1.9045666964446104	0.3380939234815796	5.633247343909678	1.7684753227954344e-08	4.327780320210456e-07	ENSG00000049249	TNFRSF9	protein-coding	mRNA
ENSG00000051180.16	7.352245162010612	1.138108915319509	0.1820911813952332	6.250214351947207	4.0988974452119986e-10	1.4761192298905985e-08	ENSG00000051180	RAD51	protein-coding	mRNA
ENSG00000055957.10	2.681464192423742	1.3059072792165811	0.3301362934794466	3.955661055781144	7.632330872247771e-05	0.0006791461220988	ENSG00000055957	ITIH1	protein-coding	mRNA
ENSG00000056291.17	0.8655562526642706	-1.6477416542804173	0.4441967164973342	-3.7094863448642936	0.0002076801573177	0.0015963454452971	ENSG00000056291	NPFFR2	protein-coding	mRNA
ENSG00000057593.13	2.7482435688373035	-1.276526999142522	0.1771582660432592	-7.205574019508718	5.779983510928432e-13	3.806346444668712e-11	ENSG00000057593	F7	protein-coding	mRNA
ENSG00000060566.13	1.004718088405703	-2.3168530783010737	0.2893863482731119	-8.006089755535099	1.1841331549352024e-15	1.3476125089466448e-13	ENSG00000060566	CREB3L3	protein-coding	mRNA
ENSG00000061492.11	0.9357569443097976	-2.1683644065409333	0.2533872888723622	-8.55751058464971	1.1533079350268512e-17	2.0506449028493968e-15	ENSG00000061492	WNT8A	protein-coding	mRNA
ENSG00000064835.10	0.7911234689448761	-1.2015938055373054	0.3264990803391301	-3.680236416865942	0.0002330178137985	0.0017614021443474	ENSG00000064835	POU1F1	protein-coding	mRNA
ENSG00000064886.13	11.448232265108588	1.0263139689398677	0.1416752786075587	7.244128820686938	4.35227603556878e-13	2.943751004361231e-11	ENSG00000064886	CHI3L2	protein-coding	mRNA
ENSG00000065328.16	7.103347026048439	1.5304224865219056	0.209295309609157	7.312263659323529	2.626790366749305e-13	1.869913158645872e-11	ENSG00000065328	MCM10	protein-coding	mRNA
ENSG00000066279.16	8.07929925064288	1.3749035762246022	0.1869358055781581	7.35495039044167	1.9099803955361297e-13	1.3906080867375476e-11	ENSG00000066279	ASPM	protein-coding	mRNA
ENSG00000067842.17	5.992958440531303	-1.0114116202853776	0.1167783004053208	-8.660955132716543	4.678276626538661e-18	8.989960428899374e-16	ENSG00000067842	ATP2B3	protein-coding	mRNA
ENSG00000068781.20	2.1395728250172	1.3642672237918902	0.4135248806132952	3.299117629315453	0.0009698926031482	0.0058892983817039	ENSG00000068781	STON1-GTF2A1L	protein-coding	mRNA
ENSG00000069011.15	5.900948697144672	1.7486890500648555	0.2478961259194934	7.054120122202952	1.7369628233814468e-12	1.0163400107659225e-10	ENSG00000069011	PITX1	protein-coding	mRNA
ENSG00000069764.9	0.8330458420668484	-1.344118971248088	0.3011068401422401	-4.463927058625232	8.04709687877528e-06	9.648285333754229e-05	ENSG00000069764	PLA2G10	protein-coding	mRNA
ENSG00000069812.11	2.730314183281823	1.6376945953080224	0.3505775494556364	4.671418913877893	2.9912618130385298e-06	4.061009474108879e-05	ENSG00000069812	HES2	protein-coding	mRNA
ENSG00000070031.3	0.6733405461678318	-1.2216025256252971	0.3869605376610612	-3.1569175839198853	0.0015944640497699	0.0089427309049774	ENSG00000070031	SCT	protein-coding	mRNA
ENSG00000070388.11	3.8426392925328456	-1.0501707082681146	0.1426235924065272	-7.363232762183972	1.7950896383207031e-13	1.3233987887041056e-11	ENSG00000070388	FGF22	protein-coding	mRNA
ENSG00000070729.13	2.5339765934105323	-1.6507082836738054	0.2155967631797705	-7.656461346302304	1.911262455458182e-14	1.6929837659607664e-12	ENSG00000070729	CNGB1	protein-coding	mRNA
ENSG00000070886.10	2.836648313380285	-1.4765544724018629	0.1564436850744231	-9.43824911628385	3.790602574111892e-21	1.3198052487249385e-18	ENSG00000070886	EPHA8	protein-coding	mRNA
ENSG00000072315.3	2.446949920195082	-1.0457717169942824	0.1882159719202138	-5.556232589217204	2.75659502205942e-08	6.41976295004911e-07	ENSG00000072315	TRPC5	protein-coding	mRNA
ENSG00000072571.19	7.7576392460327135	1.174888148023395	0.1793175672252387	6.551996919228954	5.677271350185329e-11	2.4893631458929837e-09	ENSG00000072571	HMMR	protein-coding	mRNA
ENSG00000072657.8	3.956243943402725	-1.3803106086583437	0.1583568407436128	-8.716457098895596	2.8704266509280488e-18	5.903007228452384e-16	ENSG00000072657	TRHDE	protein-coding	mRNA
ENSG00000073754.5	2.7006364467893738	2.219969289593489	0.4431720729576572	5.009271623949093	5.463641700482026e-07	9.10589687389341e-06	ENSG00000073754	CD5L	protein-coding	mRNA
ENSG00000075035.9	5.20360909921831	-1.1991986308347065	0.1296296378797092	-9.250960277675937	2.2248474155970132e-20	6.863068790954785e-18	ENSG00000075035	WSCD2	protein-coding	mRNA
ENSG00000075218.18	8.158362020452545	1.319530265708356	0.1828115700405557	7.217980051348091	5.276545422944753e-13	3.4878758711141946e-11	ENSG00000075218	GTSE1	protein-coding	mRNA
ENSG00000075290.7	0.948705865213532	-1.2465543511900783	0.2868638758818697	-4.345456001938035	1.389866295259267e-05	0.0001555882032074	ENSG00000075290	WNT8B	protein-coding	mRNA
ENSG00000077009.13	0.9182055583569316	-2.2539459314880435	0.2896460884691283	-7.78172404606209	7.154279105386026e-15	6.969179474238366e-13	ENSG00000077009	NMRK2	protein-coding	mRNA
ENSG00000077274.8	2.9898248990290024	1.9420442616161675	0.3960082442723431	4.904050079019524	9.388053809409544e-07	1.4679426423374656e-05	ENSG00000077274	CAPN6	protein-coding	mRNA
ENSG00000078399.15	4.228044303812789	2.6534332328601677	0.3985497379035808	6.657721685673519	2.7810475223296277e-11	1.298782432539757e-09	ENSG00000078399	HOXA9	protein-coding	mRNA
ENSG00000078589.12	2.0025360405679447	1.7740357630786072	0.4300773424597799	4.124922631199786	3.708594031705195e-05	0.0003664411849366	ENSG00000078589	P2RY10	protein-coding	mRNA
ENSG00000078898.6	3.177470638849109	2.129483639647181	0.3973965170978751	5.35858657040698	8.387554410646934e-08	1.7404873163401168e-06	ENSG00000078898	BPIFB2	protein-coding	mRNA
ENSG00000080224.17	2.520964190861813	-1.5463793955291116	0.2131245291590831	-7.255755128846963	3.994271235071679e-13	2.7380612524859777e-11	ENSG00000080224	EPHA6	protein-coding	mRNA
ENSG00000080986.12	7.991857913681369	2.196076928889385	0.2443381320679844	8.987860021285382	2.520908293276783e-19	6.321873974680512e-17	ENSG00000080986	NDC80	protein-coding	mRNA
ENSG00000081051.7	2.5945513642830424	1.2485911341180815	0.3604892448165191	3.4636016249349857	0.0005329952216227	0.0035458399477084	ENSG00000081051	AFP	protein-coding	mRNA
ENSG00000082175.14	3.3172995042749203	-1.1507813756952765	0.1523573736104655	-7.55317152314201	4.2478496940797717e-14	3.498357900281247e-12	ENSG00000082175	PGR	protein-coding	mRNA
ENSG00000082556.10	3.666156805715589	-1.0564826845174935	0.1839880004555492	-5.742128192608604	9.349399894136596e-09	2.451759855907588e-07	ENSG00000082556	OPRK1	protein-coding	mRNA
ENSG00000086506.2	2.48215735144629	-1.3281231676884024	0.1733212767772765	-7.662782044901989	1.8194797921909492e-14	1.6172747383947816e-12	ENSG00000086506	HBQ1	protein-coding	mRNA
ENSG00000086570.12	3.8339113096525272	-1.078244058773953	0.1463108411891711	-7.3695431590052065	1.7121373171046378e-13	1.2675583345958252e-11	ENSG00000086570	FAT2	protein-coding	mRNA
ENSG00000086991.12	7.347724085490666	1.1816738907921172	0.184715054849699	6.39727980891235	1.5816932699153108e-10	6.313487574329378e-09	ENSG00000086991	NOX4	protein-coding	mRNA
ENSG00000088053.11	2.763232764814976	-1.223395419258592	0.1629449452389323	-7.508029276174728	6.002408384723008e-14	4.808216247315929e-12	ENSG00000088053	GP6	protein-coding	mRNA
ENSG00000088386.15	0.7288086551577776	-1.158731960637859	0.4622034694995459	-2.506973740141943	0.0121769757875144	0.0477759154907658	ENSG00000088386	SLC15A1	protein-coding	mRNA
ENSG00000088882.7	10.21763146248314	1.3098926966739843	0.1630797878288864	8.032219774828295	9.572469487614837e-16	1.107320598689024e-13	ENSG00000088882	CPXM1	protein-coding	mRNA
ENSG00000088926.13	1.1415498284682748	-1.0704657418439485	0.3148876268089752	-3.399516686926985	0.0006750506057517	0.0043326938495831	ENSG00000088926	F11	protein-coding	mRNA
ENSG00000089685.14	9.946954806891297	1.4244971903132588	0.1711766460226085	8.3217963630688	8.664007017938277e-17	1.3132692706586958e-14	ENSG00000089685	BIRC5	protein-coding	mRNA
ENSG00000090402.7	0.4060095935423126	-1.7301946456506323	0.5162296345330121	-3.3515988426658008	0.0008034635133215	0.0050141256272342	ENSG00000090402	SI	protein-coding	mRNA
ENSG00000090889.11	8.956803710260203	1.0396324136872963	0.1601622377432482	6.491120680730639	8.520019423391124e-11	3.6141737399634773e-09	ENSG00000090889	KIF4A	protein-coding	mRNA
ENSG00000091482.5	1.4068030565526617	-1.2314766763881593	0.3825907679681662	-3.2187830431146867	0.0012873584825158	0.007474203136231	ENSG00000091482	SMPX	protein-coding	mRNA
ENSG00000091704.9	1.841544231351261	-1.323110383877252	0.2906504642392994	-4.552239017887492	5.307798378757069e-06	6.72142736000616e-05	ENSG00000091704	CPA1	protein-coding	mRNA
ENSG00000092853.13	6.945002479970567	1.0077401627945817	0.1800440422932754	5.597186943587192	2.1785775492324204e-08	5.215238808462035e-07	ENSG00000092853	CLSPN	protein-coding	mRNA
ENSG00000093009.9	7.670668232831565	1.7074156374450495	0.2129749411138574	8.016979032910058	1.0837761277641392e-15	1.2374049126283677e-13	ENSG00000093009	CDC45	protein-coding	mRNA
ENSG00000094796.4	1.2646111205949022	-2.252205677559197	0.3573246230481763	-6.302968036030204	2.919991282130401e-10	1.088912125423093e-08	ENSG00000094796	KRT31	protein-coding	mRNA
ENSG00000095464.9	1.7641948389154984	-1.1965461233400638	0.2055593784328138	-5.820926938301428	5.8522149384251665e-09	1.6128447533280518e-07	ENSG00000095464	PDE6C	protein-coding	mRNA
ENSG00000095777.14	1.5052039332691405	-1.7249157493802505	0.3072912610733553	-5.613292559492884	1.9851254720935548e-08	4.81109044463418e-07	ENSG00000095777	MYO3A	protein-coding	mRNA
ENSG00000095917.13	1.1296585079731525	-1.7351375778421805	0.3532948281485042	-4.911301948390909	9.047364060760858e-07	1.4197215732294348e-05	ENSG00000095917	TPSD1	protein-coding	mRNA
ENSG00000096088.16	1.5605391663611925	-1.603398287235823	0.2441458458677561	-6.567378943258034	5.120861222147386e-11	2.276614484678065e-09	ENSG00000096088	PGC	protein-coding	mRNA
ENSG00000099812.8	2.167109396269391	-1.006989009075402	0.1979346151090768	-5.087483099004565	3.6284671019497176e-07	6.395923514143547e-06	ENSG00000099812	MISP	protein-coding	mRNA
ENSG00000099834.18	1.6734645885784127	-1.5501996274119791	0.2061306007119795	-7.520473049889516	5.4578403425231126e-14	4.42235975772276e-12	ENSG00000099834	CDHR5	protein-coding	mRNA
ENSG00000099960.12	3.756523096000291	-1.093533434130882	0.145670501537034	-7.506896884355625	6.054538041058667e-14	4.838951926178842e-12	ENSG00000099960	SLC7A4	protein-coding	mRNA
ENSG00000100053.9	0.7451490539726073	-1.128734446939968	0.3425059342799713	-3.295517928215858	0.0009824043481528	0.0059471907913827	ENSG00000100053	CRYBB3	protein-coding	mRNA
ENSG00000100078.3	1.3958508669480356	-1.4120413474466147	0.2875808343090387	-4.910067636597832	9.104498482192984e-07	1.4280499269616346e-05	ENSG00000100078	PLA2G3	protein-coding	mRNA
ENSG00000100079.6	2.278130323860565	1.198068765329923	0.3380670518011811	3.543879117905027	0.0003942859793632	0.0027375045903827	ENSG00000100079	LGALS2	protein-coding	mRNA
ENSG00000100290.2	2.7500809357527216	1.0889347636994335	0.2932871875603889	3.7128616928593847	0.0002049288887044	0.0015796409537946	ENSG00000100290	BIK	protein-coding	mRNA
ENSG00000100341.11	1.8202198256786892	-1.8911402997777005	0.2197848673599995	-8.604506408897034	7.664586952859068e-18	1.41116683133111e-15	ENSG00000100341	PNPLA5	protein-coding	mRNA
ENSG00000100346.17	5.736975982668213	-1.1231804110113206	0.1161025050495199	-9.674041146074	3.8871829546886266e-22	1.79864047084974e-19	ENSG00000100346	CACNA1I	protein-coding	mRNA
ENSG00000100362.12	3.9094439319190992	-1.1030011502622317	0.1712090047080393	-6.442424872121454	1.1757957144456317e-10	4.813507810732838e-09	ENSG00000100362	PVALB	protein-coding	mRNA
ENSG00000100558.8	6.034623376731785	1.40829150587646	0.2186644967050321	6.440421408584575	1.1914223640388268e-10	4.871809169045277e-09	ENSG00000100558	PLEK2	protein-coding	mRNA
ENSG00000100565.15	1.3235692772125764	1.7293253445006125	0.5175706356644009	3.3412354282439005	0.0008340646606252	0.0051747914353471	ENSG00000100565	LRRC74A	protein-coding	mRNA
ENSG00000100652.4	0.5413707258458552	-1.6943392472236236	0.3894994166946862	-4.350043092751925	1.3611078130094715e-05	0.0001529905664776	ENSG00000100652	SLC10A1	protein-coding	mRNA
ENSG00000100721.10	0.9002112997056213	1.7668066179844075	0.6531218161196543	2.7051716454388384	0.006826910368195	0.0299457565183916	ENSG00000100721	TCL1A	protein-coding	mRNA
ENSG00000100985.7	9.01666843312108	1.1386669218848386	0.1651854335368607	6.8932647237975	5.452626798487044e-12	2.9096672836964396e-10	ENSG00000100985	MMP9	protein-coding	mRNA
ENSG00000101057.15	9.27157806653574	2.085909751004221	0.2188573409699046	9.53091060030313	1.5590957713121937e-21	5.895393752039204e-19	ENSG00000101057	MYBL2	protein-coding	mRNA
ENSG00000101076.16	0.8561680734033108	-1.8567466838763649	0.4135517466697991	-4.489756599574675	7.130460437903113e-06	8.694513583886993e-05	ENSG00000101076	HNF4A	protein-coding	mRNA
ENSG00000101180.15	4.94370299550477	-1.3133074748999247	0.1285915580720074	-10.213014715666732	1.7339215340385824e-24	1.2195016933200158e-21	ENSG00000101180	HRH3	protein-coding	mRNA
ENSG00000101200.5	0.4656724769905687	-2.447135753923967	0.5845551386971362	-4.186321515157961	2.8351168014538104e-05	0.0002897405331006	ENSG00000101200	AVP	protein-coding	mRNA
ENSG00000101405.3	0.8734247785753229	-2.090414349254456	0.3220571117415366	-6.490818780403441	8.537111969124655e-11	3.617061198870333e-09	ENSG00000101405	OXT	protein-coding	mRNA
ENSG00000101440.9	3.9241819646117047	1.465039484307894	0.2753075024377668	5.321465892993837	1.0293441166411873e-07	2.0899489148847567e-06	ENSG00000101440	ASIP	protein-coding	mRNA
ENSG00000101812.12	0.349872388308156	-2.1595300704541485	0.5713875146458542	-3.7794491743359577	0.0001571756707551	0.0012553349165966	ENSG00000101812	H2BW2	protein-coding	mRNA
ENSG00000101883.4	2.9073690911667094	-1.1199009306555985	0.1640767607157566	-6.825469528836523	8.763820270741018e-12	4.4729826362972224e-10	ENSG00000101883	RHOXF1	protein-coding	mRNA
ENSG00000101890.4	1.0663253925465814	1.4219514104014523	0.5229313044808305	2.7191935120678514	0.0065441310392055	0.0289036563834091	ENSG00000101890	GUCY2F	protein-coding	mRNA
ENSG00000101916.11	6.090656906478566	1.2665189212718213	0.2084815939043847	6.074967566933897	1.240127832474364e-09	4.0417363630021767e-08	ENSG00000101916	TLR8	protein-coding	mRNA
ENSG00000102104.8	2.070286364478828	-1.4663747414543382	0.1896011138335067	-7.733998560483123	1.0422021244291006e-14	9.79948660632988e-13	ENSG00000102104	RS1	protein-coding	mRNA
ENSG00000102245.7	2.1183001185182886	1.5230419550489176	0.3844528338952714	3.961583374526011	7.445437419507391e-05	0.0006648711333021	ENSG00000102245	CD40LG	protein-coding	mRNA
ENSG00000102359.5	8.883460390391697	1.0614241762180496	0.162126081575923	6.546905753230017	5.874140716697623e-11	2.5660873595452e-09	ENSG00000102359	SRPX2	protein-coding	mRNA
ENSG00000102924.11	4.290182997075319	-1.0932761373423332	0.1735244432487971	-6.300415762030757	2.968483067775349e-10	1.1058228343367366e-08	ENSG00000102924	CBLN1	protein-coding	mRNA
ENSG00000102962.4	3.466736494208306	1.1706638860517018	0.2681149983364306	4.366275267386396	1.263831911605521e-05	0.0001432288527345	ENSG00000102962	CCL22	protein-coding	mRNA
ENSG00000102970.10	2.0026765463452425	1.435355360588074	0.3864444315040521	3.714260689438924	0.0002037986239967	0.0015720075480301	ENSG00000102970	CCL17	protein-coding	mRNA
ENSG00000103023.11	2.198600005733132	1.806636482653809	0.4191880360346751	4.309847436829912	1.6336720967328184e-05	0.0001804325155581	ENSG00000103023	PRSS54	protein-coding	mRNA
ENSG00000103375.10	2.2006827039870958	-1.1238540960663332	0.1866506328275474	-6.021164134518089	1.731670438932925e-09	5.4554347098378895e-08	ENSG00000103375	AQP8	protein-coding	mRNA
ENSG00000103546.18	1.3356887655764962	1.2969908670028476	0.5142457751219628	2.522122552577593	0.0116649060742251	0.0461548816055264	ENSG00000103546	SLC6A2	protein-coding	mRNA
ENSG00000104044.15	2.6273425250980287	-1.1668506703404162	0.2261121079278003	-5.160496184985382	2.4629618198070946e-07	4.539440008141314e-06	ENSG00000104044	OCA2	protein-coding	mRNA
ENSG00000104055.14	4.77490193496712	1.3510058138495733	0.2430815287467364	5.5578300038468536	2.7314921913051944e-08	6.365517190154967e-07	ENSG00000104055	TGM5	protein-coding	mRNA
ENSG00000104147.8	6.835792327300193	1.169232455926327	0.1907098659993557	6.130948966899682	8.735642609830154e-10	2.939690028873562e-08	ENSG00000104147	OIP5	protein-coding	mRNA
ENSG00000104371.4	0.7359075403367448	-1.190123879978984	0.3892859084363507	-3.057197433011044	0.0022341706719231	0.0118198955692569	ENSG00000104371	DKK4	protein-coding	mRNA
ENSG00000104415.13	7.35854354714552	1.358867887692883	0.1955060793425663	6.950514747481947	3.639557486169389e-12	2.009241421642586e-10	ENSG00000104415	CCN4	protein-coding	mRNA
ENSG00000104722.13	7.127720047701003	-1.0586975913729295	0.1105254897690928	-9.578764080437326	9.821312166960814e-22	3.9698421110729203e-19	ENSG00000104722	NEFM	protein-coding	mRNA
ENSG00000104901.6	3.294504074568771	1.146012130264981	0.2731496382493639	4.1955469449268055	2.722138953216677e-05	0.0002799027439439	ENSG00000104901	DKKL1	protein-coding	mRNA
ENSG00000104918.7	2.367974399272967	1.4131576552784406	0.3701586267334475	3.8177082829304423	0.0001346970591235	0.001100547579261	ENSG00000104918	RETN	protein-coding	mRNA
ENSG00000104938.16	0.7832826838084858	-1.8308196472575309	0.3435022510940012	-5.329862152072236	9.828734034736138e-08	2.0036942670465568e-06	ENSG00000104938	CLEC4M	protein-coding	mRNA
ENSG00000105011.8	8.706882608780495	1.417633253847569	0.1824680124759229	7.769215187975093	7.897390390492388e-15	7.56729238343475e-13	ENSG00000105011	ASF1B	protein-coding	mRNA
ENSG00000105141.5	0.3856907990403359	-3.086704324585869	0.7125202980579172	-4.332093181063266	1.4769840355370318e-05	0.0001643138898883	ENSG00000105141	CASP14	protein-coding	mRNA
ENSG00000105143.12	4.698271211030745	-1.2129057519548778	0.1494487375274147	-8.115864824434423	4.823373586473579e-16	6.069589559332821e-14	ENSG00000105143	SLC1A6	protein-coding	mRNA
ENSG00000105289.14	2.377384414623274	-1.0240790497600951	0.1828347660902664	-5.601117728640854	2.129740235109743e-08	5.112248812823838e-07	ENSG00000105289	TJP3	protein-coding	mRNA
ENSG00000105352.10	3.4747995981102284	1.1731675299228608	0.2688469690006818	4.363700042011208	1.278808939337252e-05	0.0001445999844396	ENSG00000105352	CEACAM4	protein-coding	mRNA
ENSG00000105371.8	2.2253129587307257	1.5043960778907588	0.3723289843273188	4.040502193533841	5.333686615769396e-05	0.0005012411104493	ENSG00000105371	ICAM4	protein-coding	mRNA
ENSG00000105428.5	0.6462082296352625	-2.1453258346699995	0.3879445113771035	-5.52998114873347	3.2026520255560936e-08	7.355898271253329e-07	ENSG00000105428	ZNRF4	protein-coding	mRNA
ENSG00000105509.10	3.4903950212280277	-1.11727358262853	0.1504642910182271	-7.425506577458861	1.1234908474119437e-13	8.607555368210983e-12	ENSG00000105509	HAS1	protein-coding	mRNA
ENSG00000105549.10	0.6750837601635816	-1.0866612264134017	0.4112294811683472	-2.6424691715342976	0.0082303957561201	0.0348081896764548	ENSG00000105549	SPMAP2	protein-coding	mRNA
ENSG00000105675.8	1.0957173594135938	-1.972944962888558	0.3402408854480241	-5.798671021828001	6.684251309240131e-09	1.8226556251611798e-07	ENSG00000105675	ATP4A	protein-coding	mRNA
ENSG00000105679.8	0.6253301228219125	-1.3724165194106974	0.3585783684191366	-3.827382352876628	0.000129513251982	0.0010661196205996	ENSG00000105679	GAPDHS	protein-coding	mRNA
ENSG00000105851.10	6.566017130588833	1.0125322377548671	0.1854855698779258	5.458819456528331	4.7931084064358054e-08	1.05743067892548e-06	ENSG00000105851	PIK3CG	protein-coding	mRNA
ENSG00000105991.7	4.960920697590119	3.5263533486752383	0.4827574959532056	7.304606097751929	2.780801720482365e-13	1.969692270495968e-11	ENSG00000105991	HOXA1	protein-coding	mRNA
ENSG00000105996.6	5.083428848719623	3.562368594187196	0.4853289304994077	7.3401117681599715	2.1341555829822566e-13	1.531626841452123e-11	ENSG00000105996	HOXA2	protein-coding	mRNA
ENSG00000105997.22	5.975241682667202	3.797907973641893	0.4827597650777262	7.867076439210742	3.630248491657379e-15	3.782063266747001e-13	ENSG00000105997	HOXA3	protein-coding	mRNA
ENSG00000106004.4	6.429791414613896	4.3413436777240975	0.5586821997685979	7.770685515884075	7.806249040512044e-15	7.520946678319082e-13	ENSG00000106004	HOXA5	protein-coding	mRNA
ENSG00000106006.6	4.110052254240643	4.575304139043249	0.7549257400832058	6.060601587831635	1.3561336660618392e-09	4.3712004125325985e-08	ENSG00000106006	HOXA6	protein-coding	mRNA
ENSG00000106031.7	4.489318845878903	4.25427236920666	0.6583876770560215	6.4616524844900285	1.0356572201130002e-10	4.284696682646326e-09	ENSG00000106031	HOXA13	protein-coding	mRNA
ENSG00000106038.12	2.145212876490443	2.8901491861911763	0.6100853221556765	4.737286869939959	2.165984567170977e-06	3.058996517635927e-05	ENSG00000106038	EVX1	protein-coding	mRNA
ENSG00000106113.18	2.68831737818797	-1.3182825228174588	0.1792850556786699	-7.352997258065935	1.9381091465135807e-13	1.4052689947690015e-11	ENSG00000106113	CRHR2	protein-coding	mRNA
ENSG00000106178.6	0.7642634350479189	2.143527186550004	0.8520641655542557	2.5156875188568333	0.0118800460658635	0.0468009535264748	ENSG00000106178	CCL24	protein-coding	mRNA
ENSG00000106511.5	8.471817430855706	1.1829835839871083	0.1729473115656872	6.840138613763872	7.911658971058265e-12	4.0675643183660077e-10	ENSG00000106511	MEOX2	protein-coding	mRNA
ENSG00000106631.8	2.193323382172555	-1.5148541373381896	0.179536075548249	-8.437603042799516	3.239115260996581e-17	5.225079232486503e-15	ENSG00000106631	MYL7	protein-coding	mRNA
ENSG00000106648.13	2.1499570488673045	-1.026148570479271	0.3115774720582253	-3.293397830403836	0.0009898430893293	0.0059839817911905	ENSG00000106648	GALNTL5	protein-coding	mRNA
ENSG00000106952.7	6.053328650550236	1.172555206390145	0.2028255271116428	5.781102719603566	7.421255791113026e-09	1.9921822988571042e-07	ENSG00000106952	TNFSF8	protein-coding	mRNA
ENSG00000107147.11	6.054164624553929	-1.1722534543437515	0.1151468111090494	-10.180511670736347	2.4228402430926203e-24	1.6384923074729822e-21	ENSG00000107147	KCNT1	protein-coding	mRNA
ENSG00000107159.12	7.7055215051282175	1.0577831395046025	0.1759135030231506	6.013086666606802	1.8202365768809463e-09	5.6999500857164176e-08	ENSG00000107159	CA9	protein-coding	mRNA
