ensembl_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_clean	gene_symbol	type_of_gene	rna_class
ENSG00000177234.7	5.12235318024561	-0.6469121031901359	0.1353372424198343	-4.780000623799676	1.752946506877444e-06	2.5503600283791075e-05	ENSG00000177234	LINC01561	ncRNA	lncRNA
ENSG00000177340.5	1.0732355631025212	1.2703193107048585	0.49884572702699304	2.5465173737693862	0.010880379529603622	0.04370862718691096	ENSG00000177340	FLJ13224	ncRNA	lncRNA
ENSG00000177699.4	1.6912385571747126	-1.139385637991919	0.221572091765375	-5.1422795574743505	2.714248298747193e-07	4.963559837428174e-06	ENSG00000177699	LOC100129540	ncRNA	lncRNA
ENSG00000177738.3	6.443469279657727	0.46060398966033494	0.15911031189323221	2.8948720179080163	0.003793131482129653	0.018398518855251223	ENSG00000177738	ANXA2R-OT1	ncRNA	lncRNA
ENSG00000178803.10	2.6362209235499248	-0.7279275565021042	0.1843858349299048	-3.947849664150337	7.885629513793974e-05	0.0006986156716041583	ENSG00000178803	ADORA2A-AS1	ncRNA	lncRNA
ENSG00000178977.3	6.001997660879295	0.4171945054264533	0.16293243879824285	2.560536799814676	0.010451059433385614	0.0423705275575788	ENSG00000178977	LINC00324	ncRNA	lncRNA
ENSG00000179428.2	2.443882369559779	1.1592026210977866	0.32102160970998994	3.6109800276218387	0.0003050421547427341	0.0022140582897178505	ENSG00000179428	IL6-AS1	ncRNA	lncRNA
ENSG00000179840.5	1.8746947396623757	2.5440885519143053	0.5649068497522542	4.5035540868906825	6.682634998294536e-06	8.22834532037905e-05	ENSG00000179840	PIK3CD-AS1	ncRNA	lncRNA
ENSG00000180422.3	2.666085878458556	-1.3111320232101362	0.1671795425415055	-7.842658277908751	4.411071954168314e-15	4.522441875809998e-13	ENSG00000180422	LINC00304	ncRNA	lncRNA
ENSG00000180525.11	3.874846261900634	-0.8285339011174987	0.14878630497333362	-5.568616689997064	2.5676964473591888e-08	6.033441133433222e-07	ENSG00000180525	DIP2C-AS1	ncRNA	lncRNA
ENSG00000180539.7	5.698362241210582	-0.41683313672664807	0.1342252360954902	-3.105475161392941	0.0018997357546566287	0.010330308883292873	ENSG00000180539	LINC02908	ncRNA	lncRNA
ENSG00000181800.5	2.364393570923041	-0.9927859648645293	0.18557722992167358	-5.349718633495896	8.809108114263607e-08	1.8147691619577855e-06	ENSG00000181800	CELF2-AS1	ncRNA	lncRNA
ENSG00000182366.9	2.97582243967048	-0.5440959173413178	0.18126464879208787	-3.0016659120631983	0.0026850667678428295	0.013826776681499625	ENSG00000182366	FAM87A	ncRNA	lncRNA
ENSG00000182376.2	1.7702808912008516	-1.331539147640126	0.20261921164342697	-6.57163324662122	4.976632220747563e-11	2.2209168613554416e-09	ENSG00000182376	PIEZO1-AS1	ncRNA	lncRNA
ENSG00000182586.7	1.3759907725698242	-1.086712602805241	0.24031209201952028	-4.522088729172099	6.1232380152239e-06	7.592728774448649e-05	ENSG00000182586	LINC00334	ncRNA	lncRNA
ENSG00000182648.11	6.479313229431364	-0.39967511687549456	0.12719323793380735	-3.142267021172065	0.0016764507145268846	0.009301682837969774	ENSG00000182648	RNF32-DT	ncRNA	lncRNA
ENSG00000182873.5	5.780525764340128	-0.4647858266861432	0.1317602019287483	-3.5275130113832436	0.0004194831438699134	0.0028890607593672884	ENSG00000182873	PRKCZ-AS1	ncRNA	lncRNA
ENSG00000183242.11	1.648779541629839	2.80369129639367	0.7745190854203353	3.6199124710685378	0.0002947026885072297	0.0021518925963549085	ENSG00000183242	WT1-AS	ncRNA	lncRNA
ENSG00000183535.9	0.5603719406672044	-2.4603921598201985	0.3288466297364659	-7.481883459751222	7.326490393935462e-14	5.750967883775322e-12	ENSG00000183535	COL18A1-AS1	ncRNA	lncRNA
ENSG00000184385.2	2.422299450267312	-0.9623325739263252	0.21102897791912206	-4.560191606932504	5.11069668095702e-06	6.509335729175464e-05	ENSG00000184385	UMODL1-AS1	ncRNA	lncRNA
ENSG00000185433.8	2.565314303034014	-0.913196184015507	0.18008967463651498	-5.070785906291749	3.9617625391824344e-07	6.900413147740935e-06	ENSG00000185433	LINC00158	ncRNA	lncRNA
ENSG00000186235.10	4.863474128036639	-0.5994069444044233	0.13969527541139767	-4.290817585914706	1.7801650073464153e-05	0.00019405233306988233	ENSG00000186235	LINC02610	ncRNA	lncRNA
ENSG00000187013.4	4.008375867243997	1.124257177250839	0.24535790007229427	4.5821111809303	4.603050376310896e-06	5.957705908478063e-05	ENSG00000187013	LINC02875	ncRNA	lncRNA
ENSG00000188004.9	6.37019751979414	-0.5640634159482354	0.12273952367005127	-4.595613532479987	4.314777776406554e-06	5.638553522300738e-05	ENSG00000188004	SNHG28	ncRNA	lncRNA
ENSG00000189275.3	1.6445586211620138	-1.219280839799396	0.390831170656367	-3.119712375427271	0.0018102770996882387	0.009925195585849174	ENSG00000189275	LINC01164	ncRNA	lncRNA
ENSG00000196166.3	1.0166852863679243	-1.2742106912944926	0.27856966387187754	-4.574118637270352	4.782288161625464e-06	6.153455744300076e-05	ENSG00000196166	LINC03042	ncRNA	lncRNA
ENSG00000196273.7	0.7246250915211322	-1.865246239655383	0.4584643313313939	-4.068465335653601	4.7323799633282624e-05	0.0004511219132296061	ENSG00000196273	LINC00523	ncRNA	lncRNA
ENSG00000196758.3	1.3108796672263061	2.0203062484624335	0.6086594864770546	3.3192717658210613	0.00090252548017916	0.005546698887798033	ENSG00000196758	LINC02991	ncRNA	lncRNA
ENSG00000196951.10	4.38736860724541	-0.4757815738122742	0.1508998891933526	-3.1529617175705207	0.0016162300100282185	0.009034548487148677	ENSG00000196951	SCOC-AS1	ncRNA	lncRNA
ENSG00000197085.11	1.579280148150443	1.0898192410393597	0.4108850846572897	2.6523699246672683	0.007992891827515246	0.03402499506774947	ENSG00000197085	NPSR1-AS1	ncRNA	lncRNA
ENSG00000197251.3	0.7058084456178894	-2.4893345526536277	0.2947664966934865	-8.445106823799472	3.037675471783241e-17	4.945504427811548e-15	ENSG00000197251	LINC00336	ncRNA	lncRNA
ENSG00000197322.3	3.607694416150821	-0.7278880231680365	0.1591407924781929	-4.573861998756724	4.788152788138098e-06	6.158748388722179e-05	ENSG00000197322	TMEM132E-DT	ncRNA	lncRNA
ENSG00000198491.3	1.6252147300678015	1.5970120244355412	0.4691892021789987	3.4037697735129697	0.0006646274636535249	0.004274376259480588	ENSG00000198491	LOC101929106	ncRNA	lncRNA
ENSG00000198590.11	3.692951596932525	-0.4829625320117188	0.16434011705360205	-2.93879875876073	0.003294869334068433	0.016374699689351402	ENSG00000198590	APRG1	ncRNA	lncRNA
ENSG00000198711.5	4.0953871846570316	-0.543321867518912	0.15385648510615996	-3.5313549971197085	0.000413436471317813	0.0028508810970681517	ENSG00000198711	SSBP3-AS1	ncRNA	lncRNA
ENSG00000203280.4	1.8566439362095344	-1.0846501275122373	0.20835502782361331	-5.205778515843963	1.9318495517512302e-07	3.6485188687907503e-06	ENSG00000203280	KIAA1671-AS1	ncRNA	lncRNA
ENSG00000203335.4	0.7308735813359376	-1.3100182211223268	0.42815512763063224	-3.0596812617236115	0.002215726624999565	0.011738210680134786	ENSG00000203335	LOC101929998	ncRNA	lncRNA
ENSG00000203356.2	1.824507172301885	-0.6843525849815231	0.22320152045865135	-3.0660749244685417	0.002168889582370478	0.011524806747301334	ENSG00000203356	LINC01562	ncRNA	lncRNA
ENSG00000203446.2	1.6876244614408846	2.6874417504819634	0.630915536361276	4.259590381909816	2.0480187398724207e-05	0.0002186418549069628	ENSG00000203446	SUGCT-AS1	ncRNA	lncRNA
ENSG00000203645.2	1.113790825178188	-1.280773622678188	0.2604166415597075	-4.918171185248683	8.73565037947623e-07	1.3763345933900588e-05	ENSG00000203645	LINC00501	ncRNA	lncRNA
ENSG00000203801.8	1.273363780437344	-1.1063063829199231	0.24973554224232286	-4.429911629664849	9.427171058710902e-06	0.00011132165797536186	ENSG00000203801	LINC00222	ncRNA	lncRNA
ENSG00000203809.5	0.42338839054452143	-3.1834215681192743	0.549370955249171	-5.794666677774058	6.845700611237984e-09	1.860401141381723e-07	ENSG00000203809	LIN28B-AS1	ncRNA	lncRNA
ENSG00000203876.9	4.495166816118736	-0.6557804508876142	0.14077976412696294	-4.658201091288911	3.1898454313758595e-06	4.3028041595613146e-05	ENSG00000203876	ADD3-AS1	ncRNA	lncRNA
ENSG00000203900.2	2.3161830710102262	-1.715263975317793	0.19200148384175875	-8.933597496212354	4.1237561343982485e-19	9.798378933935729e-17	ENSG00000203900	LOC100130587	ncRNA	lncRNA
ENSG00000203930.10	4.994498108116169	-0.9499010080666034	0.13079003803620187	-7.262793270261735	3.791772278292517e-13	2.604325467547552e-11	ENSG00000203930	LINC00632	ncRNA	lncRNA
ENSG00000203987.2	0.5761200712449887	-3.1317176751686686	0.3041472313536637	-10.296716038579005	7.290784086530033e-25	5.232402309937043e-22	ENSG00000203987	CACNA1B-AS2	ncRNA	lncRNA
ENSG00000203999.8	5.295496509986777	0.5214930588171862	0.17868306367169842	2.91853658707882	0.003516786026487349	0.017305020902861085	ENSG00000203999	LINC01270	ncRNA	lncRNA
ENSG00000204091.7	2.8467077090250585	-0.6924158734084952	0.18183912298840949	-3.8078487293002956	0.00014018097644905115	0.0011390028229684224	ENSG00000204091	TDRG1	ncRNA	lncRNA
ENSG00000204261.8	8.810048961877296	0.3994983403715312	0.13391599500109827	2.983201075930137	0.0028525052467118844	0.014573761369442122	ENSG00000204261	PSMB8-AS1	ncRNA	lncRNA
ENSG00000204277.1	2.905289803365618	1.495367386425917	0.3303323636630524	4.526857041325901	5.98674101981701e-06	7.447107700844888e-05	ENSG00000204277	LINC01993	ncRNA	lncRNA
ENSG00000204362.5	1.576353368619404	3.044719065090766	0.745727482191663	4.082884348237321	4.448016196075721e-05	0.000426674679626838	ENSG00000204362	LINC02783	ncRNA	lncRNA
ENSG00000204380.4	3.6808497640038462	-0.6453137070538061	0.15900522292344366	-4.058443459838459	4.940089052318568e-05	0.0004682565272610101	ENSG00000204380	PKP4-AS1	ncRNA	lncRNA
ENSG00000204588.5	3.9589191125885175	-1.4288204303157768	0.17865609418986966	-7.997602526770089	1.2686512717780919e-15	1.429916366132961e-13	ENSG00000204588	LINC01123	ncRNA	lncRNA
ENSG00000204661.9	1.705765769333672	-0.7331415575953327	0.23408591994453387	-3.131933598437057	0.0017365914648159026	0.009578034855184348	ENSG00000204661	SPATA31J1	ncRNA	lncRNA
ENSG00000204876.4	2.667566836339028	3.066979292984742	0.5826469908837721	5.263872191861282	1.4105252453042175e-07	2.74958596321331e-06	ENSG00000204876	LOC389602	ncRNA	lncRNA
ENSG00000205015.1	0.5028724252990254	-2.308052575995497	0.49802899308676285	-4.634373918053011	3.5801935835211838e-06	4.776217282173974e-05	ENSG00000205015	LINC02138	ncRNA	lncRNA
ENSG00000205057.4	0.981709168959482	1.8862887306130298	0.6778709604889144	2.7826663783510424	0.005391421397761692	0.02460671315687056	ENSG00000205057	CLLU1-AS1	ncRNA	lncRNA
ENSG00000205086.6	2.609924350103763	1.4830579211431543	0.3424652869386069	4.330535028529824	1.4874748054826359e-05	0.00016532408030847778	ENSG00000205086	LINC02898	ncRNA	lncRNA
ENSG00000205106.4	4.175668339489974	-0.4347105952306445	0.15699615649248067	-2.76892508035039	0.005624156629652273	0.02547714698420093	ENSG00000205106	LINC02716	ncRNA	lncRNA
ENSG00000205231.1	0.6356879303030952	-2.1249617637684315	0.4724609277743579	-4.497645495847839	6.871013901020836e-06	8.421961479376044e-05	ENSG00000205231	TTLL10-AS1	ncRNA	lncRNA
ENSG00000205444.2	1.0640018111033236	2.182928273239357	0.659812155059948	3.308408698595473	0.0009382777289433491	0.005729375693006046	ENSG00000205444	KU-MEL-3	ncRNA	lncRNA
ENSG00000205562.2	2.7396844331424437	-1.062138946965101	0.17527144665969605	-6.059965654459003	1.361506173966311e-09	4.384498728360741e-08	ENSG00000205562	FLRT2-AS1	ncRNA	lncRNA
ENSG00000205611.3	4.097716367386601	-0.45280456692208026	0.17161997779294322	-2.638414086432186	0.00832948032279068	0.03511120921789904	ENSG00000205611	LOC107985433	ncRNA	lncRNA
ENSG00000205632.2	2.5820191448038576	-1.1909162268138047	0.1734885283734697	-6.864524346244455	6.671316279345e-12	3.4807642177959387e-10	ENSG00000205632	LINC01310	ncRNA	lncRNA
ENSG00000205696.4	1.3185667794263836	-1.4485932218461979	0.3888561384078419	-3.72526772440166	0.00019510803723151693	0.0015129369872731034	ENSG00000205696	ADARB2-AS1	ncRNA	lncRNA
ENSG00000205702.10	5.626317104984261	-0.5489921698758647	0.13133059713592452	-4.180230516333288	2.912137375780084e-05	0.00029666345004832685	ENSG00000205702	LOC105377203	ncRNA	lncRNA
ENSG00000205837.7	2.6060525347089007	-0.6358650044847438	0.19406555274926005	-3.2765475143664737	0.0010508462964627433	0.006294338419589309	ENSG00000205837	LINC00487	ncRNA	lncRNA
ENSG00000205853.10	4.9205197244228716	-0.42727920063319585	0.1443378993248005	-2.9602703283889324	0.0030736920584300475	0.015481159399420089	ENSG00000205853	RFPL3S	ncRNA	lncRNA
ENSG00000205861.11	4.814588427392241	0.5093356297493814	0.1867483969283673	2.7273895686759317	0.006383762166602989	0.028305557981434963	ENSG00000205861	PCOTH	ncRNA	lncRNA
ENSG00000205890.3	1.8276118640416639	-0.8693569093694306	0.2163539623582088	-4.018215797361132	5.8640481362824425e-05	0.0005439596854669174	ENSG00000205890	LOC100128770	ncRNA	lncRNA
ENSG00000206187.3	1.0942467675577592	-2.467925568518535	0.406577150540147	-6.070005570258535	1.2790581353002103e-09	4.1609027184058464e-08	ENSG00000206187	LINC02346	ncRNA	lncRNA
ENSG00000206337.10	8.756356424224967	0.3649950854530564	0.133164483288632	2.740934192354692	0.006126477654624681	0.027354458253241686	ENSG00000206337	HCP5	ncRNA	lncRNA
ENSG00000206344.6	5.077568713072585	-0.3596001690668436	0.14408994158086474	-2.495664618373326	0.012572140533512011	0.04904724805874011	ENSG00000206344	HCG27	ncRNA	lncRNA
ENSG00000207955.3	5.763957524464714	-0.7831370965451403	0.12778883334114177	-6.12836877894094	8.878460885345086e-10	2.982043509971779e-08	ENSG00000207955	MIR219A2HG	ncRNA	lncRNA
ENSG00000212766.9	3.357601465286281	-0.6064188402876127	0.17058279129858853	-3.554982514186532	0.00037800422723850604	0.0026400986405301493	ENSG00000212766	EWSAT1	ncRNA	lncRNA
ENSG00000212855.5	1.0477339661966942	1.842191220358747	0.7003849407416703	2.630255325604181	0.008532076156369979	0.03585123552573864	ENSG00000212855	TTTY2	ncRNA	lncRNA
ENSG00000213057.5	3.636464263837978	-0.48315157198003805	0.16566116135147207	-2.9165047983393526	0.003539772783769326	0.017395322745786087	ENSG00000213057	C1orf220	ncRNA	lncRNA
ENSG00000213468.3	4.754189691141996	1.017576289096637	0.21809084835716933	4.665836722456796	3.0736370427096955e-06	4.157212317074198e-05	ENSG00000213468	FIRRE	ncRNA	lncRNA
ENSG00000214039.8	1.9168115647440884	-0.9111564761365166	0.21144619511071522	-4.309164682104715	1.6387231339791562e-05	0.00018087676625709668	ENSG00000214039	LINC02418	ncRNA	lncRNA
ENSG00000214043.7	0.6381029090335949	-1.6224894348621508	0.44016332478925674	-3.6861077320309983	0.00022770998762807962	0.0017275804942321388	ENSG00000214043	LINC02347	ncRNA	lncRNA
ENSG00000214184.3	1.7437602759848878	1.1396339252666368	0.3732249965211757	3.053476953283265	0.0022620609639072546	0.011947707784391994	ENSG00000214184	GCC2-AS1	ncRNA	lncRNA
ENSG00000214353.7	5.848769902539449	-0.5568752865865786	0.1286504460124831	-4.32859196253812	1.5006566966516467e-05	0.00016673647202038484	ENSG00000214353	VAC14-AS1	ncRNA	lncRNA
ENSG00000214381.4	3.8578986522590313	0.8314819345769935	0.23501891233755431	3.5379362720509393	0.0004032673757657689	0.0027883013244551767	ENSG00000214381	LINC00488	ncRNA	lncRNA
ENSG00000214548.14	11.264770328626847	-0.563917999053514	0.09296166080658717	-6.066135158953134	1.310248794015583e-09	4.2349456884514695e-08	ENSG00000214548	MEG3	ncRNA	lncRNA
ENSG00000215162.1	0.9474020160722294	-1.049784985994297	0.38346876288230963	-2.7376023488945473	0.006188885896487674	0.027552647352308588	ENSG00000215162	LINC00269	ncRNA	lncRNA
ENSG00000215196.4	2.3198873094980392	-1.456058952816346	0.18063337549675829	-8.060852258404909	7.57643534858986e-16	9.001112346909155e-14	ENSG00000215196	BASP1-AS1	ncRNA	lncRNA
ENSG00000215417.10	3.995774972270099	0.7160774084544813	0.21779728797224115	3.287816001390005	0.0010096780535593704	0.0060788115787483	ENSG00000215417	MIR17HG	ncRNA	lncRNA
ENSG00000215498.8	0.5294395574872088	-2.0822813306142463	0.5404794520404224	-3.852655864627603	0.00011684355309611966	0.0009771511030150165	ENSG00000215498	FAM230B	ncRNA	lncRNA
ENSG00000218109.5	0.4981356449382381	-2.016326032794253	0.4685467744708675	-4.303361249410587	1.68226217164004e-05	0.00018527928967253284	ENSG00000218109	KIRREL3-AS3	ncRNA	lncRNA
ENSG00000218416.4	3.5638033017160673	-1.1356712312498216	0.1458025191370332	-7.789105688787554	6.748514071857691e-15	6.666242860981673e-13	ENSG00000218416	GPC1-AS1	ncRNA	lncRNA
ENSG00000220575.7	3.0313891521525216	-1.565009861200671	0.23880095583179053	-6.553616403039237	5.616011837460267e-11	2.4655764329104587e-09	ENSG00000220575	HTR5A-AS1	ncRNA	lncRNA
ENSG00000221949.5	4.25390114876005	0.5733966003751956	0.20213982601945413	2.8366334911162503	0.004559191490692946	0.021411395294031535	ENSG00000221949	LINC01465	ncRNA	lncRNA
ENSG00000222005.8	1.1230968637030845	-0.7897224051359274	0.2847686303066368	-2.77320716219887	0.005550677265329187	0.025199472852125766	ENSG00000222005	LINC01118	ncRNA	lncRNA
ENSG00000222041.10	8.992214857261487	0.5970827412695134	0.14042934145074978	4.251837508466258	2.1202367827351e-05	0.00022546188902831124	ENSG00000222041	CYTOR	ncRNA	lncRNA
ENSG00000222047.8	3.708978456726813	1.482998441441569	0.2853002664018665	5.198026837285375	2.014150548827429e-07	3.7917354496823e-06	ENSG00000222047	C10orf55	ncRNA	lncRNA
ENSG00000223382.3	5.5523188943690664	1.131056355725381	0.20891232194098483	5.414024147627303	6.162385018065549e-08	1.3200956563739472e-06	ENSG00000223382	LINC01778	ncRNA	lncRNA
ENSG00000223403.3	5.331077931147372	-0.7812466642611114	0.12982451037862203	-6.017713157420527	1.768982945574383e-09	5.549335795189006e-08	ENSG00000223403	MEG9	ncRNA	lncRNA
ENSG00000223502.1	0.8711472387319426	-1.087007917803828	0.3395337157025768	-3.201472688962708	0.0013672703576901551	0.007868013320001963	ENSG00000223502	LOC102724719	ncRNA	lncRNA
ENSG00000223537.2	0.5017143976467621	-1.8010493176723703	0.3789197893273792	-4.7531149557256285	2.0030638161536488e-06	2.855279374092388e-05	ENSG00000223537	ZBTB24-DT	ncRNA	lncRNA
ENSG00000223552.1	2.4648095188502253	1.6541554585205502	0.36997806740254424	4.470955454558859	7.78709183229981e-06	9.365282878750174e-05	ENSG00000223552	CCR5AS	ncRNA	lncRNA
ENSG00000223561.6	5.0116116160818	0.5510059811111641	0.18535932400172359	2.9726369799775516	0.0029525343044288603	0.01499116681339089	ENSG00000223561	LINC03007	ncRNA	lncRNA
ENSG00000223652.2	1.5370501726582293	1.2611439229262382	0.4354776530432051	2.8960014689918334	0.0037795063082905734	0.01834261625839664	ENSG00000223652	PRDM6-AS1	ncRNA	lncRNA
ENSG00000223685.5	1.9241281618061912	1.1107930835515427	0.35390659469144997	3.1386617266060752	0.0016972124979672675	0.009394644215884925	ENSG00000223685	LINC00571	ncRNA	lncRNA
ENSG00000223776.5	1.3186971398149447	-0.8874938330577732	0.25416419614728303	-3.491812955997502	0.0004797540764527372	0.003239445440195268	ENSG00000223776	LGALS8-AS1	ncRNA	lncRNA
ENSG00000223823.1	1.5168998305602628	2.539232744445396	0.6422952342763745	3.953373166945817	7.705711795400013e-05	0.000685155653595542	ENSG00000223823	LINC01342	ncRNA	lncRNA
ENSG00000223855.1	5.1589689558425595	-0.4424264879364438	0.14046371595248894	-3.1497563974891003	0.0016340665248340076	0.00911830901496552	ENSG00000223855	PDGFA-DT	ncRNA	lncRNA
ENSG00000223949.6	1.1718009692901963	1.7003948079143025	0.5871232024891382	2.8961464999260693	0.003777759948588162	0.018341668694194575	ENSG00000223949	ROR1-AS1	ncRNA	lncRNA
ENSG00000223991.1	0.8681124292359069	-1.5929248960319122	0.4639217251848013	-3.433607027990287	0.00059560700997464	0.0038909745704566578	ENSG00000223991	TANAR	ncRNA	lncRNA
ENSG00000224020.1	4.267356896131018	0.7845664147455591	0.2150599372689191	3.648129096980566	0.00026415690522332196	0.001961431952931448	ENSG00000224020	MIR181A2HG	ncRNA	lncRNA
ENSG00000224057.1	3.328073529293852	0.757398293098552	0.26460357598990525	2.862388727231136	0.004204608699490349	0.020031130644027322	ENSG00000224057	EGFR-AS1	ncRNA	lncRNA
ENSG00000224116.6	3.1133211000776173	-1.440720048841378	0.15322705115850177	-9.402517623021161	5.3272829059353584e-21	1.7900835680249432e-18	ENSG00000224116	INHBA-AS1	ncRNA	lncRNA
ENSG00000224137.1	1.2908194300929843	1.8406704682092259	0.5588417655749267	3.2937238796308934	0.0009886957042475567	0.005978073097587616	ENSG00000224137	LINC01857	ncRNA	lncRNA
ENSG00000224153.2	1.8651175213689388	-1.072554711288463	0.2202337141572089	-4.870075026400562	1.115558828396784e-06	1.7045633968786468e-05	ENSG00000224153	LINC02054	ncRNA	lncRNA
ENSG00000224157.1	1.5395336255632945	1.9597345994948945	0.5155884095836628	3.800967133992361	0.00014413242074988716	0.0011666174230115097	ENSG00000224157	HCG14	ncRNA	lncRNA
ENSG00000224164.1	3.149207524794129	1.9340509737877614	0.35708196789827307	5.416266145197064	6.085649545519716e-08	1.3057227084670305e-06	ENSG00000224164	LINC02828	ncRNA	lncRNA
ENSG00000224177.6	1.1259943511357093	-1.107208035039853	0.32012822063086566	-3.458639269158828	0.0005429115070664682	0.0035990235190565957	ENSG00000224177	LINC00570	ncRNA	lncRNA
ENSG00000224184.5	3.2226821323462223	1.5780072053990482	0.31688966499327703	4.979673936139654	6.369148857929446e-07	1.0432114053933252e-05	ENSG00000224184	MIR3681HG	ncRNA	lncRNA
ENSG00000224209.6	0.9179739604983745	2.262339436164079	0.749120263559456	3.0199949810655764	0.0025277887429156743	0.013143903435364868	ENSG00000224209	LINC00466	ncRNA	lncRNA
ENSG00000224223.1	2.0172469403190165	-1.2748394916802515	0.29206042688110473	-4.364985374068591	1.2713126449748997e-05	0.00014393747737664948	ENSG00000224223	VSTM2A-OT1	ncRNA	lncRNA
